DataSetId,app_name,handle,creator,trackers
100571,PayByPhone,com.paybyphone,PayByPhone Technologies Inc.,"26,12,17,27,48,105,219,85,55,312,49"
188423,Viber Messenger,com.viber.voip,Viber Media S.à r.l.,"17,27,48,52,105,135,312,49,118,382"
70688,Météo-France,fr.meteo,Météo-France,"25,27,35,37,31,88,48,65,7,92,89,105,106,121,72,90,312,49,34,107"
160317,Marmiton : Recettes gourmandes,com.aufeminin.marmiton.activities,aufeminin.com,"36,12,23,40,1,25,27,35,48,56,66,61,65,67,70,7,92,89,83,121,105,106,210,236,263,302,72,312,49,90,34,107,375"
149436,"Groupon - Shop Deals, Discounts & Coupons",com.groupon,"Groupon, Inc.","27,66,67,70,127,181,312"
83221,"Linxo - mon budget, ma banque",com.linxo.androlinxo,Linxo,"12,31,17,25,48,66,65,67,70,106,312,49"
171652,OkCupid Dating,com.okcupid.okcupid,okcupid.com,"17,3,25,35,48,66,18,65,67,70,105,106,127,312,49"
17999,Tinder,com.tinder,Tinder,"25,27,29,28,12,66,67,70,65,106,167,312,91"
55199,MYTF1,fr.tf1.mytf1,e-TF1,"40,27,31,66,67,70,148,401,266,224,312,11"
86318,Skyrock Radio,mobi.skyrock.SkyrockFM,Telefun,"37,25,27,35,48,66,88,65,67,69,70,7,92,89,121,105,106,213,224,72,312,90,34,107"
109196,Weather by WeatherBug,com.aws.android,Earth Networks,"15,25,27,38,35,48,53,56,66,61,65,67,70,52,92,121,105,106,289,145,196,265,72,218,312,90,259,169,107"
194757,Lyft,me.lyft.android,"Lyft, Inc.","17,38,66,67,70,207,312,49"
175344,Deezer Music Player: Stream any Song or Playlist,deezer.android.app,Deezer Mobile,"17,25,27,35,48,66,61,65,67,52,7,89,121,105,106,72,312,90,169,107,325"
100574,PayByPhone,com.paybyphone,PayByPhone Technologies Inc.,"26,12,17,27,48,105,219,85,55,312,49"
40350,PicsArt Photo Studio: Collage Maker & Pic Editor,com.picsart.studio,PicsArt,"17,25,27,35,66,67,70,65,61,159,52,92,106,167,218,312,49,169,107,382,146"
38351,BBM - Free Calls & Messages,com.bbm,BlackBerry Limited.,"25,27,65,61,106,283,312,49,118"
99883,WebMD for Android,com.webmd.android,"WebMD, LLC","17,40,27,56,66,67,69,70,250,43,312,49"
46732,WebMD Baby,com.webmd.baby,"WebMD, LLC","17,40,27,66,67,70,56,312"
159030,Medscape,com.medscape.android,"WebMD, LLC","17,40,27,56,66,67,69,70,312"
167853,SoundCloud - Music & Audio,com.soundcloud.android,SoundCloud,"17,3,27,56,61,67,70,52,49"
40629,Firefox Browser fast & private,org.mozilla.firefox,Mozilla,"28,52,221,312,49"
96995,Mohegan Sun Connecticut,com.mvl.MoheganSunConnecticut,Mohegan Sun,"17,27,48,52,105,254,155"
54737,Imgur: Awesome Images & GIFs,com.imgur.mobile,Imgur,"17,25,35,12,66,67,70,48,65,92,106,167,312,49,107"
97742,Airbnb,com.airbnb.android,"Airbnb, Inc","17,27,48,66,18,67,69,70,343,167,207,130,312,344,91"
80354,Marriott International,com.marriott.mrt,Marriott International,"40,280,201,155,49,115,149"
102085,TripAdvisor Hotels Flights Restaurants Attractions,com.tripadvisor.tripadvisor,TripAdvisor,"27,66,67,69,70,181,312,49"
181621,Foursquare City Guide,com.joelapenna.foursquared,Foursquare,"12,27,66,61,18,67,70,167,219,340,181,312"
117041,Mohegan Sun at Pocono Downs,com.mvl.MoheganSunPocono,Mohegan Sun Pocono,"17,27,48,52,105,254,155"
131729,,com.tranzmate,,"12,25,27,48,66,65,67,70,105,106,219,341,312,49"
23852,Pinterest,com.pinterest,Pinterest,"27,66,67,69,70,167,404,312,49,91"
167427,TED,com.ted.android,TED Conferences LLC,"28,48,56,105,312"
84095,Udemy Online Courses,com.udemy.android,Udemy,"28,12,27,48,66,67,70,105,167"
17193,Curiosity,com.curiosity.dailycuriosity,Curiosity.com,"27,69,48,174,312,49"
126233,Christian Mingle - Dating App,com.spark.christianmingle,ChristianMingle,"12,17,27,66,67,69,70,62,412,49"
45972,,com.sec.android.easyMover,,405
126808,NETGEAR Up,com.netgear.netgearup,"NETGEAR, Inc","27,48,105,192,206,312,126"
189967,FaceGrok,com.facegrok,Sean O'Brien,"15,26,28,12,25"
189968,FaceGrok,com.facegrok,Sean O'Brien,"15,26,28,25"
189971,FaceGrok,com.facegrok,Sean O'Brien,"15,26,28,12,25"
94999,HOLLA: random video chat,com.exutech.chacha,HOLLA,"27,66,333,52,49,91"
74655,Remind: Simple Classroom Communication,com.remind101,Remind101,"17,27,12,66,223,67,69,70,49"
131191,JioHealthHub,com.hh.healthhub,Reliance Jio Digital Services Pvt. Ltd.,"27,48,105,174,312,49"
76765,Opera Mini - fast web browser,com.opera.mini.native,Opera,"17,35,25,65,159,106,198,191,140,312,49,124"
133177,Find My Kids - GPS Tracker,com.fsp.android.g,Family Safety Production,"26,12,17,25,27,48,58,67,105,414,312,49"
91281,BIGO LIVE - Live Stream,sg.bigo.live,BIGO TECHNOLOGY PTE. LTD.,"12,48,66,67,70,333,105,361,382"
87934,VeryFitPro,com.veryfit2hr.second,Smart Wearable Devices,"48,66,67,70,99,105,119,190,361,312,49"
140390,CVS/pharmacy,com.cvs.launchers.cvs,cvs android,"16,40,32,27,38,48,66,67,70,105,280,219,250,312,49,149"
104051,LOVOO - Free Dating Chat,net.lovoo.android,LOVOO GmbH,"25,27,35,48,66,65,67,69,70,52,121,110,105,106,104,323,218,312,49,90,107,73,91"
121949,Trainline EU: Train Tickets,com.capitainetrain.android,Capitaine Train SAS,"28,38,48,312,49"
143118,,com.sudyapp,,"12,25,66,67,70,333,116,119,361"
68254,BBW Dating & Plus Size Chat,com.mason.wooplus,WooPlus,"25,12,333,190,361,49"
86233,Mingle2: Online Dating & Chat,mingle.android.mingle2,Minglenet,"27,35,48,66,223,67,70,121,105,281,219,254,72,312,49,90,353,354,169,355,146"
60583,Find Real Love  YouLove Premium Dating,com.jaumo.prime,Jaumo,"25,27,35,12,66,67,69,70,48,57,65,61,105,106,218,312,49,107,382"
144328,MeetMe: Chat & Meet New People,com.myyearbook.m,MeetMe.com,"15,25,27,38,35,53,66,61,65,67,70,159,83,121,106,133,278,289,163,219,185,184,198,199,210,196,301,72,218,312,49,90,259,169,107"
83060,TextNow - free text + calls,com.enflick.android.TextNow,"TextNow, Inc.","15,28,25,27,35,48,53,61,65,67,70,52,159,121,105,106,289,145,219,184,199,210,195,196,74,72,218,312,49,90,34,259,169,107"
167840,SoundCloud - Music & Audio,com.soundcloud.android,SoundCloud,"17,3,27,56,61,67,70,52,49"
99809,Shazam,com.shazam.android,Shazam Entertainment Limited,"25,27,35,66,61,65,67,70,106,208,312,49"
106830,"Payments, UPI, Bank Account, QR Scanner",net.one97.paytm,Paytm - One97 Communications Ltd.,"12,48,66,67,70,105,123,174,49"
44576,"Fleksy- Chat with gifs, stickers, web search & fun",com.syntellia.fleksy.keyboard,Fleksy,"27,125,174,49"
42034,Ryanair - Cheapest Fares,com.ryanair.cheapflights,Ryanair,"27,26,192,312,49"
83062,TextNow - free text + calls,com.enflick.android.TextNow,"TextNow, Inc.","15,28,25,27,35,48,53,61,65,67,70,52,159,121,105,106,289,145,219,184,199,210,195,196,74,72,218,312,49,90,34,259,169,107"
105395,Solitaire,com.mobilityware.solitaire,MobilityWare,"25,27,35,58,53,61,65,92,121,106,127,184,210,196,262,258,317,72,218,312,90,169,107"
134742,Molotov - TV en direct et en replay,tv.molotov.app,Molotov,"17,27,66,67,69,70,52,62,125,401,49"
121939,Trainline EU: Train Tickets,com.capitainetrain.android,Capitaine Train SAS,"28,38,48,312,49"
193475,Mi Fit,com.xiaomi.hm.health,"Anhui Huami Information Technology Co.,Ltd.","67,70,361"
85757,,com.meetup,,"17,27,48,105,49"
173101,4G WiFi Maps & Speed Test. Find Signal & Data Now.,com.staircase3.opensignal,OpenSignal.com,"27,48,49,352"
170706,"Glassdoor Job Search, Salaries & Reviews",com.glassdoor.app,Glassdoor Inc.,"17,27,48,56,66,67,69,70,105,135,133,312"
47927,SoundHound - Music Discovery & Hands-Free Player,com.melodis.midomiMusicIdentifier.freemium,SoundHound Inc.,"25,27,16,35,48,56,65,61,105,106,133,167,218,312,126,209"
179222,Fip - live radio & online genre radios,com.radiofrance.radio.fip.android,Radio France,"4,31,25,27,35,66,88,65,67,69,70,52,7,92,89,121,106,401,72,312,90,34,107"
1103,FidMe Loyalty Cards & Deals at Grocery Supermarket,fr.snapp.fidme,Snapp',"27,1,16,35,37,66,67,69,70,48,105,142,207,312,49"
40630,Firefox Browser fast & private,org.mozilla.firefox,Mozilla,"28,52,221,312,49"
147304,"France Inter - radio, podcasts",com.radiofrance.radio.franceinter.android,Radio France,"4,31,25,27,35,48,66,88,65,67,69,70,52,7,92,89,121,105,106,401,72,312,90,34,107,11"
167226,Huawei Health,com.huawei.health,Huawei Internet  Service,"48,97,105,116,361"
191304,Dailymotion: Videos for now,com.dailymotion.dailymotion,Dailymotion,"26,12,17,27,48,56,66,67,70,105,167,312,49"
85522,,net.zedge.android,,"17,25,27,35,48,66,61,65,67,69,70,121,105,106,167,301,218,312,49,34,126,107"
100572,PayByPhone,com.paybyphone,PayByPhone Technologies Inc.,"26,12,17,27,48,105,219,85,55,312,49"
13605,Period Tracker Clue: Period & Ovulation Tracker,com.clue.android,BioWink GmbH,"25,27,28,66,67,70,65,52,106,125,167,312,49"
197006,Aadhaar Status and Apply (official website),com.wAboutWorld_5081600,Little World,"53,61,57,106,104,219,185,184,193,140,218,312,90,169,355,369"
197209,mAadhar Online,com.IndianeAadharOnline,VR One - India,"53,61,57,106,104,219,185,184,193,140,218,312,90,355,369"
109855,"Ebates: Cash Back Rewards, Coupons & Promo Codes",com.ebates,Ebates,"17,25,27,48,66,67,70,52,135,167,340,312"
9552,"StubHub - Tickets to Sports, Concerts & Events",com.stubhub,StubHub,"40,42,27,38,66,67,70,132,167,219,192,130,49,149"
194146,Out of Milk - Grocery Shopping List,com.capigami.outofmilk,Out of Milk,"16,27,66,67,69,70,52,144,181"
12622,Mountain Jam Festival,com.aloompa.mountainjamfestival,"Townsquare Media, Inc.","27,66,67,70,48,105,153,312,49,102"
13570,Estimote,com.estimote.apps.main,Estimote,"27,48,105,118,102"
20634,Xperia Lounge (entertainment),com.sonyericsson.xhs,Sony Mobile Communications,"27,66,67,70,48,105,178,49,102"
26577,Taste of Country Festival,com.aloompa.tasteofcountry,"Townsquare Media, Inc.","27,66,67,70,48,105,153,312,49,102"
31001,BAA 2017,com.baa.marathon,B.A.A. Boston Marathon,"27,66,67,70,48,105,123,130,361,155,312"
31497,Olympic Channel,com.olympicchannel.olympics,Olympic Channel Services,"27,8,66,67,70,48,105,123,401,312,49"
32296,Bingo Browser app,com.wBingobrowserapp,INNOGREEN,"33,53,57,106,195,72,90,312,49,355"
32596,QQMusic,com.tencent.qqmusic,Tencent Technology (Shenzhen) Company Ltd.,"97,116,117,190,361"
33869,New England Revolution,com.yinzcam.soccer.revolution,"YinzCam, Inc.","40,27,48,105,289,213,43,312,212"
33980,Pittsburgh Steelers,com.yinzcam.nfl.steelers,"YinzCam, Inc.","40,27,66,67,69,70,48,201,267,43,312,212"
34297,CenturyLink Field,com.yinzcam.venues.centurylinkfield,"YinzCam, Inc.","40,27,66,67,70,48,105,219,43,312,212"
34353,Penguins,com.yinzcam.PenguinsMobile,,"40,27,66,67,69,70,48,43,312,49,212"
34422,Los Angeles Rams,com.yinzcam.nfl.rams,"YinzCam, Inc.","40,27,66,67,69,70,48,201,43,312,212"
34510,Carolina Panthers Mobile,com.yinzcam.nfl.panthers,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,212"
34632,Tampa Bay Buccaneers Mobile,com.yinzcam.nfl.buccaneers,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,212"
34747,Soldier Field,com.yinzcam.venues.soldierfield,SMG at Soldier Field,"40,27,48,105,94,201,213,43,312,212,86"
34843,Capital One Arena Mobile,com.yinzcam.facilities.verizon,"YinzCam, Inc.","40,27,66,67,70,48,105,94,201,213,43,312,212,86"
35200,Washington Wizards Mobile,com.yinzcam.nba.wizards,"YinzCam, Inc.","40,27,66,67,69,70,48,94,219,202,224,43,312,203,212"
35511,Phantoms Hockey 365,com.yinzcam.ahl.phantoms,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,49,212"
35826,Dallas Cowboys Mobile,com.yinzcam.nfl.cowboys,Dallas Cowboys,"40,27,66,67,69,70,48,43,312,212"
36234,New Orleans VooDoo,com.yinzcam.arfl.voodoo,SIDEARM Sports,"40,27,48,79,105,201,43,312,212,86"
36342,Baltimore Ravens Mobile,com.yinzcam.nfl.ravens,"YinzCam, Inc.","40,25,27,66,67,69,70,48,201,43,312,212"
38727,New Orleans Saints Mobile,com.yinzcam.nfl.saints,"YinzCam, Inc.","40,27,66,67,69,70,48,105,43,312,212"
38854,Barclays Center,com.barclayscenter.android,Barclays Center,"40,27,66,67,70,48,130,43,312,212"
38924,Brooklyn Nets,com.brooklynnets.android,Brooklyn Nets,"40,27,66,67,69,70,48,289,219,202,224,43,312,203,212,118"
42854,Rose Quarter,com.appsforvenues.rosequarter.android,"YinzCam, Inc.","40,27,48,105,94,219,201,143,213,43,312,212,86"
43103,NFL Mobile,com.gotv.nflgamecenter.us.lite,NFL Enterprises LLC,"40,27,26,56,61,127,202,404,312,49,194,203"
43521,Official Wpg Blue Bombers App,com.yinzcam.cfl.bluebombers,Bell MTS,"40,27,66,67,70,48,43,312,212"
43659,Stampeders,com.yinzcam.cfl.stampeders,Calgary Stampeder Football Club,"40,27,48,79,105,43,312,212"
43824,South Bay Lakers Official App,com.yinzcam.nbad.lakers,Los Angeles Lakers,"40,27,66,67,69,70,48,202,224,43,312,203,212"
43941,Chicago Bulls,com.yinzcam.nba.bulls,Chicago Bulls,"40,27,66,67,69,70,48,202,224,43,312,203,212"
44046,Memphis Grizzlies,com.yinzcam.nba.grizzlies,Memphis Grizzlies,"40,27,66,67,69,70,48,202,224,43,312,203,212"
44177,Milwaukee Bucks,com.yinzcam.nba.bucks,"Milwaukee Bucks, Inc.","40,27,66,67,69,70,48,105,202,224,43,312,203,212"
44672,Atlanta Hawks,com.yinzcam.nba.hawks,Atlanta Hawks,"40,27,66,67,69,70,48,202,224,43,312,203,212"
44792,Houston Rockets,com.yinzcam.nba.rockets,Houston Rockets,"40,27,66,67,69,70,48,202,201,224,43,312,203,212"
44899,Philadelphia 76ers,com.yinzcam.nba.sixers,"Philadelphia 76ers, L.P.","40,27,66,67,69,70,48,202,224,43,312,203,212"
45082,New Orleans Pelicans,com.yinzcam.nba.pelicans,New Orleans Pelicans,"40,27,66,67,69,70,48,105,202,224,43,312,49,203,212"
45191,Indiana Pacers,com.yinzcam.nba.pacers,Indiana Pacers,"40,27,66,67,69,70,48,202,224,43,312,203,212"
45277,San Antonio Spurs,com.yinzcam.nba.spurs,Spurs.com,"40,25,27,12,66,67,69,70,48,105,202,224,43,312,203,212"
45661,Oklahoma City Thunder,com.yinzcam.nba.thunder,okcthundermobile,"40,27,66,67,69,70,48,219,202,201,224,43,312,203,212"
45770,Baylor In-Game,com.yinzcam.ncaa.bay,Baylor University,"40,27,66,67,70,48,105,289,213,43,312,212"
45866,Phoenix Suns Mobile,com.yinzcam.nba.suns,"YinzCam, Inc.","40,27,66,67,69,70,48,202,201,224,43,312,203,212"
46126,Golden State Warriors,com.yinzcam.nba.warriors,Golden State Warriors,"40,27,16,66,67,69,70,48,94,219,202,224,43,312,203,212,102"
46435,Kansas Jayhawks,com.yinzcam.ncaa.kan,"YinzCam, Inc.","40,27,66,67,70,48,201,43,312,212"
46506,New York Giants Mobile,com.yinzcam.nfl.giants,"YinzCam, Inc.","40,27,66,67,69,70,48,201,43,312,212"
46631,Official Green Bay Packers,com.yinzcam.nfl.packers,"YinzCam, Inc.","40,27,66,67,69,70,48,201,43,312,212"
46734,Gillette Stadium,com.yinzcam.nfl.patriots,New England Patriots,"40,27,66,67,69,70,48,43,312,49,212"
46823,Official New York Jets,com.yinzcam.nfl.jets,New York Jets,"40,27,66,67,69,70,48,201,43,312,212,102,325"
46916,Oakland Raiders,com.yinzcam.nfl.raiders,The Oakland Raiders,"40,27,66,67,69,70,48,105,43,312,212"
47090,Tennessee Titans Mobile,com.yinzcam.nfl.titans,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,212"
47204,Seattle Seahawks Mobile,com.yinzcam.nfl.seahawks,"YinzCam, Inc.","40,27,66,67,69,70,48,105,219,43,312,212"
47333,Houston Texans Mobile App,com.yinzcam.nfl.texans,Houston Texans,"40,27,66,67,69,70,48,105,219,43,312,212"
47420,Breeders' Cup,com.yinzcam.venues.breederscup,Breeders' Cup Limited,"40,27,66,67,69,70,48,43,312,212"
47638,Houston Toyota Center,com.yinzcam.venues.toyotacenter,Houston Toyota Center,"40,27,48,105,94,201,213,43,312,212,86"
47819,Rogers Place,com.yinzcam.venues.rogersplace,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,212"
48073,Patriot Center Mobile,com.yinzcam.venues.patriotcenter,"YinzCam, Inc.","40,27,48,105,94,201,213,43,312,212,86"
48323,Minnesota Lynx,com.yinzcam.wnba.lynx,Minnesota Lynx,"40,27,66,67,70,48,43,312,212"
48428,New York Liberty,com.yinzcam.wnba.liberty,MSGI,"40,27,66,67,70,48,219,201,43,312,212"
48582,Indiana Fever,com.yinzcam.wnba.fever,Indiana Fever Basketball,"40,27,66,67,70,48,43,312,212"
48669,Chicago Sky,com.yinzcam.wnba.sky,"Chicago Womens Basketball Operations, LLC","40,27,66,67,70,48,43,312,212"
48804,Phoenix Mercury Mobile,com.yinzcam.wnba.mercury,"YinzCam, Inc.","40,27,66,67,70,48,201,43,312,212"
48889,Cincinnati Bengals,com.yinzcam.nfl.bengals,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,212"
49008,Chicago Bears Official App,com.yinzcam.nfl.bears,"YinzCam, Inc.","40,25,27,66,67,69,70,48,43,312,212"
49124,Buffalo Bills Mobile,com.yinzcam.nfl.bills,"YinzCam, Inc.","40,27,66,67,69,70,48,43,312,212"
49231,Arizona Cardinals Mobile,com.yinzcam.nfl.cardinals,"YinzCam, Inc.","40,27,66,67,69,70,48,201,43,312,212"
49554,Chiefs Mobile,com.yinzcam.nfl.chiefs,"YinzCam, Inc.","40,27,66,67,69,70,48,105,43,312,212,86"
59913,Eagles Official Mobile,com.yinzcam.nfl.eagles,PhiladelphiaEagles,"40,27,66,67,69,70,48,219,43,312,212"
49772,Washington Mystics Mobile,com.yinzcam.wnba.mystics,"YinzCam, Inc.","40,27,48,105,289,201,213,43,312,212"
49887,Denver Broncos 365,com.yinzcam.nfl.broncos,"YinzCam, Inc.","40,27,66,67,69,70,48,94,219,43,312,212"
184545,Badger Gameday,com.uwbadgers.gameday,University of Wisconsin-Madison,"40,27,48,105,289,201,213,43,312,212"
55063,HAIL,com.karmaprogressive.hail,"SuperFanU, Inc","66,67,69,70,59,49,102"
112525,happn  Local dating app,com.ftw_and_co.happn,happn,"17,25,27,35,48,66,65,67,69,70,52,105,106,192,207,404,312,49,107,382"
66772,letgo: Buy & Sell Used Stuff,com.abtnprojects.ambatana,letgo,"27,28,12,67,69,70,125,167,130,312,49"
181724,Tubi TV - Free Movies & TV,com.tubitv,Tubi TV,"8,17,27,48,67,52,312,49"
83075,TextNow - free text + calls,com.enflick.android.TextNow,"TextNow, Inc.","15,28,25,27,35,48,53,61,65,67,70,52,159,121,105,106,289,145,219,184,199,210,195,196,74,72,218,312,49,90,34,259,169,107"
73305,Abercrombie & Fitch,com.abercrombie.abercrombie,Abercrombie & Fitch,"17,40,27,49,115"
54350,Hollister So Cal Style,com.abercrombie.hollister,Abercrombie & Fitch,"17,40,27,49,115"
70690,Météo-France,fr.meteo,Météo-France,"25,27,35,37,31,88,48,65,7,92,89,105,106,121,72,90,312,49,34,107"
83061,TextNow - free text + calls,com.enflick.android.TextNow,"TextNow, Inc.","15,28,25,27,35,48,53,66,61,65,67,70,52,159,121,105,106,289,145,219,184,199,210,195,196,74,72,218,312,49,90,34,259,169,107"
77625,New YAHTZEE® With Buddies  Play Dice with Friends,com.scopely.yux,Scopely,"26,28,38,35,25,27,48,58,53,66,61,65,67,70,52,121,105,106,199,207,72,312,49,90,169,107"
183602,Magic Jigsaw Puzzles,com.bandagames.mpuzzle.gp,ZiMAD,"12,25,27,38,35,53,66,61,65,67,70,52,159,92,83,121,106,104,127,185,184,198,183,199,210,164,196,140,74,301,72,218,312,124,90,169,107,146"
98146,Hero Hunters,com.hotheadgames.google.free.survivors,Hothead Games,"25,27,58,66,61,65,67,69,70,121,106,127,192,199,312,169,146"
117020,BeautyPlus - Easy Photo Editor,com.commsource.beautyplus,Meitu Technology,"12,17,25,27,66,65,67,69,70,159,106,215,312,49"
112995,"Grab - Cars, Bikes & Taxi Booking App",com.grabtaxi.passenger,Grab Holdings,"28,12,27,48,66,67,70,49"
86074,theCHIVE,com.thechive,Resignation Media,"15,33,17,25,27,35,48,56,66,61,57,65,67,70,92,83,105,135,106,133,167,289,145,210,72,218,312,49,259,107"
86234,Mingle2: Online Dating & Chat,mingle.android.mingle2,Minglenet,"33,25,27,35,48,53,66,61,223,65,67,70,92,121,105,106,281,219,184,198,199,195,254,140,162,72,218,312,49,124,90,34,353,354,169,355,107,146"
106106,Fantasy Football,com.nfl.fantasy.core.android,NFL Enterprises LLC,"26,40,27,56,127,202,404,312,49,194"
117713,KEERTHANA TV,com.wkeerthanatv_5455600,Bharath.fr & WiGroup,"57,219,193,140,312,300,000"
118333,Toss & Roll msports Edition,com.dumadugames.tosstohopmsports,Dumadu Games,"17,27,48,53,65,159,121,105,189,74,72,312,49,90"
118344,Attacking Birds msports Edition,com.dumadugames.attackingbirdsmsportsedition,Dumadu Games,"17,25,27,48,53,65,159,105,106,189,74,72,312,49,90"
118356,Basketball 3D msports Edition,com.dumadu.basketball3dmsportseditio,Dumadu Games,"17,27,48,53,105,189,72,312,49,90"
118374,Can Hit Knockdown msports Edition,com.dumadugames.canhitknockdownmsports,Dumadu Games,"17,27,48,53,105,189,72,312,49,90"
118383,Football Kick Flick 3D msports Edition,com.dumadugames.gp.footballkickflickmsports,Dumadu Games,"17,25,53,65,159,106,189,74,72,312,49,90"
118393,Wild Run msports Edition,com.dumadugames.wildrunhuntingmsports,Dumadu Games,"17,27,48,53,65,159,105,189,74,72,312,49,90"
119811,"Radio France : actu, culture, musiques, radios fm",com.radiofrance.radio.radiofrance.android,Radio France,"4,31,25,27,35,66,88,65,67,69,70,52,7,92,89,121,106,401,72,312,90,34,107"
119960,Rire & Chansons Radios,fr.redshift.rireetchansons,NRJ-Audio,"37,41,31,40,1,25,27,35,66,88,65,67,69,70,7,92,89,121,106,72,312,49,90,34,107"
120015,Hypstar - Funny Short Video Maker,com.ss.android.ugc.boom,BYTEMOD PTE.LTD.,"12,27,66,67,70,343,116,119,338,190,361,312"
120205,"France Bleu  actus en région, radio FM",com.radiofrance.radio.francebleu.android,Radio France,"4,31,25,27,35,66,88,65,67,69,70,52,7,92,89,121,106,401,72,312,90,34,107"
70699,Météo-France,fr.meteo,Météo-France,"25,27,35,37,31,88,48,65,7,92,89,105,106,121,72,90,312,49,34,107"
40642,Firefox Browser fast & private,org.mozilla.firefox,Mozilla,"28,52,221,312,49"
99817,Shazam,com.shazam.android,Shazam Entertainment Limited,"25,27,35,66,61,65,67,70,106,208,312,49"
150235,"GoEuro: trains, buses, flights",com.goeuro.rosie,GoEuro,"17,27,48,66,67,70,52,108,167,49"
159390,Headspace: Meditation & Mindfulness,com.getsomeheadspace.android,"Headspace, Inc.","17,27,48,67,70,52,312,49"
121951,Trainline EU: Train Tickets,com.capitainetrain.android,Capitaine Train SAS,"28,38,48,312,49"
20240,Dashlane Free Password Manager,com.dashlane,Dashlane,"17,27,26,52,49"
174073,Proximus TV,be.belgacom.mobile.adeleeverywhere,Proximus,"27,401,49"
122409,VDM Officiel,vdm.activities,Beta et compagnie,"37,23,1,25,27,38,35,48,66,61,65,67,69,70,7,89,121,105,106,142,230,72,218,312,90,34,107"
134612,"BlaBlaCar, Trusted Carpooling",com.comuto,BlaBlaCar,"17,27,48,66,67,69,70,52,105,49,382"
80186,Lookout Security & Antivirus,com.lookout,Lookout Mobile Security,"17,27,18"
177521,Libon - International calls,lifeisbetteron.com,Orange Vallée,"27,66,63,67,69,70,174,49"
6841,PingTools Network Utilities,ua.com.streamsoft.pingtools,StreamSoft,"27,312,49,352"
123588,e-Control,com.broadlink.rmt,BroadLink,"343,116,361,49"
10222,"6play, TV en direct et replay",fr.m6.m6replay,M6 Web,"40,27,4,3,66,67,70,48,65,7,89,105,106,148,401,213,224,155,312,49,203,107"
124247,"Essence & Co, économisez sur votre budget auto",com.ripplemotion.android.EssenceLite,Ripple Motion SARL,"216,37,1,25,27,35,48,53,66,61,65,67,69,70,159,92,121,105,106,142,184,198,183,199,195,317,72,312,49,90,165,34,169"
157780,WiFi Map  Free Passwords & Hotspots,io.wifimap.wifimap,WiFi Map LLC,"12,25,27,38,35,48,66,61,65,67,69,70,105,106,185,218,312,49,352,34,107,382"
124300,QR Code and Barcode scanner,com.mtag.flashcode,Flashcode,"37,23,1,2,27,48,66,61,63,67,69,70,105,106,142,185,312,49"
170621,My Data Manager - Data Usage,com.mobidia.android.mdm,Mobidia Technology,"28,12,48,105"
171656,OkCupid Dating,com.okcupid.okcupid,okcupid.com,"12,17,3,25,27,35,48,66,18,65,67,70,105,106,127,312,49"
114231,Tumblr,com.tumblr,"Tumblr, Inc.","26,12,25,27,48,66,65,67,70,106,320,312,49"
126168,Gold Glitter,com.kkkeyboard.emoji.keyboard.theme.GoldenGlitter,,"25,35,57,65,83,106,119,312,252,107"
176072,Speedometer GPS,luo.speedometergps,luozirui,"27,144,195,408,318,312,49"
40975,Firefox Nightly for Developers,org.mozilla.fennec_aurora,Mozilla,"28,221,49"
34279,Firefox for Android Beta,org.mozilla.firefox_beta,Mozilla,"28,48,52,105,221,49"
152955,Wallapop - Buy & Sell Nearby,com.wallapop,Wallapop,"17,25,27,35,48,58,66,61,65,67,69,70,52,7,89,121,105,106,211,72,218,312,49,90,34,107"
127126,Landlord Real Estate Tycoon,com.landlordgame.tycoon,Reality Games LTD,"33,25,27,35,48,58,53,66,61,65,67,70,92,121,105,106,184,198,181,199,195,140,162,72,218,312,49,124,90,34,169,107,146"
166299,Perfect365: One-Tap Makeover,com.arcsoft.perfect365,"Perfect365, Inc.","28,25,27,35,48,53,66,61,57,65,67,69,70,159,83,121,105,106,116,281,219,180,214,189,185,184,198,183,199,191,201,195,196,231,319,317,74,72,218,314,312,49,124,90,34,353,168,169,355,107,73"
59237,Closer - Actu People & News TV,redshift.closer,Mondadori France Digital,"23,2,27,1,8,35,37,12,31,66,67,24,70,48,65,63,9,7,89,105,106,121,142,13,72,90,312,161,107,11"
127322,"Télé Star  Guide TV,  Programmes et Replay",com.mondadori.telestar,Mondadori France Digital,"37,161,8,12,31,23,1,2,27,35,48,66,65,67,69,70,24,9,7,89,121,105,106,142,72,13,312,90,107"
127455,Nostalgie Radios,fr.redshift.nostalgie,NRJ-Audio,"37,41,31,40,1,25,27,35,66,88,65,67,69,70,7,92,89,121,106,72,312,49,90,34,107"
41741,Chérie Radios,fr.redshift.cheriefm,NRJ-Audio,"40,25,27,1,35,37,41,31,66,88,67,69,70,65,7,92,89,106,121,72,90,312,49,34,107"
169060,Mi Home,com.xiaomi.smarthome,Xiaomi Inc.,"66,67,69,70,116,119,190,361,138"
190546,Meteor: Free Internet Speed & App Performance Test,meteor.test.and.grade.internet.connection.speed,OpenSignal.com,"48,352"
